
S.No,Flight Number,Date,Origin,Destination,Aircraft,FlightTime,STD,ATD,STA,Unnamed: 10,ATA,Unnamed: 12,Unnamed: 13,STD_mins,ATD_mins,STA_mins,ATA_mins,DepartureDelay,ArrivalDelay,ScheduledHour
,,2025-07-25,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-IIU),00:47:00,06:20:00,06:36:00,07:40:00,,Landed 7:23 AM,  , ,380,396,460,443.0,16,-17.0,6
,,2025-07-24,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-ISM),00:55:00,06:20:00,06:19:00,07:40:00,,Landed 7:15 AM,  , ,380,379,460,435.0,-1,-25.0,6
,,2025-07-23,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-IIE),00:48:00,06:20:00,06:35:00,07:40:00,,Landed 7:23 AM,  , ,380,395,460,443.0,15,-17.0,6
,,2025-07-22,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-IJX),00:50:00,06:20:00,06:33:00,07:40:00,,Landed 7:23 AM,  , ,380,393,460,443.0,13,-17.0,6
,,2025-07-21,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-IXN),00:50:00,06:20:00,06:50:00,07:40:00,,Landed 7:40 AM,  , ,380,410,460,460.0,30,0.0,6
,,2025-07-20,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-IZD),00:49:00,06:20:00,06:27:00,07:40:00,,Landed 7:16 AM,  , ,380,387,460,436.0,7,-24.0,6
,,2025-07-19,Mumbai (BOM),Ahmedabad (AMD),A320 (VT-IFV),00:49:00,06:20:00,06:31:00,07:40:00,,Landed 7:20 AM,  , ,380,391,460,440.0,11,-20.0,6
,,2025-07-25,Mumbai (BOM),Raipur (RPR),A21N (VT-IBU),01:32:00,06:20:00,06:29:00,08:15:00,,Landed 8:01 AM,  , ,380,389,495,481.0,9,-14.0,6
,,2025-07-24,Mumbai (BOM),Raipur (RPR),A21N (VT-IUO),01:33:00,06:20:00,06:33:00,08:15:00,,Landed 8:06 AM,  , ,380,393,495,486.0,13,-9.0,6
,,2025-07-23,Mumbai (BOM),Raipur (RPR),A21N (VT-IRY),01:31:00,06:20:00,06:40:00,08:15:00,,Landed 8:11 AM,  , ,380,400,495,491.0,20,-4.0,6
,,2025-07-22,Mumbai (BOM),Raipur (RPR),A21N (VT-IRZ),01:28:00,06:20:00,06:27:00,08:15:00,,Landed 7:55 AM,  , ,380,387,495,475.0,7,-20.0,6
,,2025-07-21,Mumbai (BOM),Raipur (RPR),A21N (VT-ICO),01:41:00,06:20:00,06:46:00,08:15:00,,Landed 8:26 AM,  , ,380,406,495,506.0,26,11.0,6
,,2025-07-20,Mumbai (BOM),Raipur (RPR),A21N (VT-ICK),01:33:00,06:20:00,06:14:00,08:15:00,,Landed 7:47 AM,  , ,380,374,495,467.0,-6,-28.0,6
,,2025-07-19,Mumbai (BOM),Raipur (RPR),A21N (VT-ICY),01:30:00,06:20:00,06:29:00,08:15:00,,Landed 8:00 AM,  , ,380,389,495,480.0,9,-15.0,6
,,2025-07-25,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVG),02:03:00,06:25:00,06:33:00,07:25:00,,Landed 7:05 AM,  , ,385,393,445,425.0,8,-20.0,6
,,2025-07-23,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVG),01:56:00,06:25:00,06:47:00,07:25:00,,Landed 7:13 AM,  , ,385,407,445,433.0,22,-12.0,6
,,2025-07-22,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVI),02:01:00,06:25:00,06:45:00,07:25:00,,Landed 7:15 AM,  , ,385,405,445,435.0,20,-10.0,6
,,2025-07-21,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVG),01:56:00,06:25:00,06:48:00,07:25:00,,Landed 7:14 AM,  , ,385,408,445,434.0,23,-11.0,6
,,2025-07-20,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVG),02:00:00,07:35:00,08:00:00,08:35:00,,Landed 8:30 AM,  , ,455,480,515,510.0,25,-5.0,7
,,2025-07-19,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVI),02:00:00,06:25:00,06:55:00,07:25:00,,Landed 7:25 AM,  , ,385,415,445,445.0,30,0.0,6
,,2025-07-25,Mumbai (BOM),Chennai (MAA),A21N (VT-ICW),01:34:00,06:25:00,06:32:00,08:30:00,,Landed 8:07 AM,  , ,385,392,510,487.0,7,-23.0,6
,,2025-07-24,Mumbai (BOM),Chennai (MAA),A21N (VT-ILO),01:33:00,06:25:00,06:37:00,08:30:00,,Landed 8:09 AM,  , ,385,397,510,489.0,12,-21.0,6
,,2025-07-23,Mumbai (BOM),Chennai (MAA),A21N (VT-IML),01:38:00,06:25:00,06:44:00,08:30:00,,Landed 8:22 AM,  , ,385,404,510,502.0,19,-8.0,6
,,2025-07-22,Mumbai (BOM),Chennai (MAA),A21N (VT-ILG),01:31:00,06:25:00,06:32:00,08:30:00,,Landed 8:03 AM,  , ,385,392,510,483.0,7,-27.0,6
,,2025-07-21,Mumbai (BOM),Chennai (MAA),A21N (VT-IUO),01:34:00,06:25:00,06:43:00,08:30:00,,Landed 8:17 AM,  , ,385,403,510,497.0,18,-13.0,6
,,2025-07-20,Mumbai (BOM),Chennai (MAA),A21N (VT-ICG),01:34:00,06:25:00,06:25:00,08:30:00,,Landed 7:58 AM,  , ,385,385,510,478.0,0,-32.0,6
,,2025-07-19,Mumbai (BOM),Chennai (MAA),A21N (VT-ICG),01:40:00,06:25:00,06:21:00,08:30:00,,Landed 8:02 AM,  , ,385,381,510,482.0,-4,-28.0,6
,,2025-07-25,Mumbai (BOM),Bahrain (BAH),A21N (A9C-XD),03:02:00,06:30:00,07:07:00,07:30:00,,Landed 7:39 AM,  , ,390,427,450,459.0,37,9.0,6
,,2025-07-24,Mumbai (BOM),Bahrain (BAH),A21N (A9C-ND),02:55:00,06:30:00,06:25:00,07:30:00,,Landed 6:50 AM,  , ,390,385,450,410.0,-5,-40.0,6
,,2025-07-23,Mumbai (BOM),Bahrain (BAH),A321 (A9C-CC),02:53:00,06:30:00,06:49:00,07:30:00,,Landed 7:12 AM,  , ,390,409,450,432.0,19,-18.0,6
,,2025-07-22,Mumbai (BOM),Bahrain (BAH),A21N (A9C-XD),02:56:00,06:30:00,06:36:00,07:30:00,,Landed 7:02 AM,  , ,390,396,450,422.0,6,-28.0,6
,,2025-07-21,Mumbai (BOM),Bahrain (BAH),A21N (A9C-XD),02:53:00,06:30:00,09:29:00,07:30:00,,Landed 9:52 AM,  , ,390,569,450,592.0,179,142.0,6
,,2025-07-20,Mumbai (BOM),Bahrain (BAH),A21N (A9C-NA),02:59:00,06:30:00,06:24:00,07:30:00,,Landed 6:53 AM,  , ,390,384,450,413.0,-6,-37.0,6
,,2025-07-19,Mumbai (BOM),Bahrain (BAH),A21N (A9C-NB),02:55:00,06:30:00,06:34:00,07:30:00,,Landed 6:59 AM,  , ,390,394,450,419.0,4,-31.0,6
,,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTX),01:17:00,06:35:00,06:39:00,08:30:00,,Landed 7:56 AM,  , ,395,399,510,476.0,4,-34.0,6
,,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTL),01:18:00,06:35:00,06:39:00,08:30:00,,Landed 7:58 AM,  , ,395,399,510,478.0,4,-32.0,6
,,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTN),01:23:00,06:35:00,06:45:00,08:30:00,,Landed 8:08 AM,  , ,395,405,510,488.0,10,-22.0,6
,,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTN),01:20:00,06:35:00,07:15:00,08:30:00,,Landed 8:35 AM,  , ,395,435,510,515.0,40,5.0,6
,,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTK),01:17:00,06:35:00,06:49:00,08:30:00,,Landed 8:06 AM,  , ,395,409,510,486.0,14,-24.0,6
,,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTN),01:21:00,06:35:00,06:33:00,08:30:00,,Landed 7:55 AM,  , ,395,393,510,475.0,-2,-35.0,6
,,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A20N (VT-EXQ),01:16:00,06:35:00,06:37:00,08:30:00,,Landed 7:54 AM,  , ,395,397,510,474.0,2,-36.0,6
,,2025-07-25,Mumbai (BOM),Jakarta (CGK),A20N (VT-IXH),06:05:00,06:35:00,07:05:00,14:50:00,,Landed 2:40 PM,  , ,395,425,890,880.0,30,-10.0,6
,,2025-07-24,Mumbai (BOM),Jakarta (CGK),A20N (VT-IXM),06:14:00,06:35:00,07:07:00,14:50:00,,Landed 2:51 PM,  , ,395,427,890,891.0,32,1.0,6
,,2025-07-23,Mumbai (BOM),Jakarta (CGK),A20N (VT-IXG),06:08:00,06:35:00,07:19:00,14:50:00,,Landed 2:57 PM,  , ,395,439,890,897.0,44,7.0,6
,,2025-07-22,Mumbai (BOM),Jakarta (CGK),A20N (VT-IXM),05:55:00,06:35:00,07:11:00,14:50:00,,Landed 2:36 PM,  , ,395,431,890,876.0,36,-14.0,6
,,2025-07-21,Mumbai (BOM),Jakarta (CGK),A20N (VT-IIX),06:11:00,06:35:00,07:11:00,14:50:00,,Landed 2:51 PM,  , ,395,431,890,891.0,36,1.0,6
,,2025-07-20,Mumbai (BOM),Jakarta (CGK),A20N (VT-IIU),06:01:00,06:35:00,06:57:00,14:50:00,,Landed 2:29 PM,  , ,395,417,890,869.0,22,-21.0,6
,,2025-07-19,Mumbai (BOM),Jakarta (CGK),A20N (VT-IXF),06:11:00,06:35:00,07:20:00,14:50:00,,Landed 3:01 PM,  , ,395,440,890,901.0,45,11.0,6
,,2025-07-25,Mumbai (BOM),Delhi (DEL),A20N (VT-TQN),01:50:00,06:40:00,06:50:00,08:45:00,,Landed 8:40 AM,  , ,400,410,525,520.0,10,-5.0,6
,,2025-07-24,Mumbai (BOM),Delhi (DEL),A20N (VT-TQK),01:51:00,06:40:00,06:53:00,08:45:00,,Landed 8:44 AM,  , ,400,413,525,524.0,13,-1.0,6
,,2025-07-23,Mumbai (BOM),Delhi (DEL),A20N (VT-TNE),01:48:00,06:40:00,06:53:00,08:45:00,,Landed 8:41 AM,  , ,400,413,525,521.0,13,-4.0,6
,,2025-07-22,Mumbai (BOM),Delhi (DEL),A20N (VT-TNJ),01:43:00,06:40:00,07:00:00,08:45:00,,Landed 8:43 AM,  , ,400,420,525,523.0,20,-2.0,6
,,2025-07-21,Mumbai (BOM),Delhi (DEL),A20N (VT-TNJ),01:47:00,06:40:00,06:53:00,08:45:00,,Landed 8:40 AM,  , ,400,413,525,520.0,13,-5.0,6
,,2025-07-20,Mumbai (BOM),Delhi (DEL),B788 (VT-ANH),01:38:00,06:40:00,07:48:00,08:45:00,,Landed 9:26 AM,  , ,400,468,525,566.0,68,41.0,6
,,2025-07-19,Mumbai (BOM),Delhi (DEL),A20N (VT-TNI),01:44:00,06:40:00,06:52:00,08:45:00,,Landed 8:36 AM,  , ,400,412,525,516.0,12,-9.0,6
,,2025-07-25,Mumbai (BOM),Istanbul (IST),A333 (TC-JOF),06:16:00,06:40:00,07:10:00,10:55:00,,Landed 10:56 AM,  , ,400,430,655,656.0,30,1.0,6
,,2025-07-24,Mumbai (BOM),Istanbul (IST),A333 (TC-LOF),06:11:00,06:40:00,07:48:00,10:55:00,,Landed 11:29 AM,  , ,400,468,655,689.0,68,34.0,6
,,2025-07-23,Mumbai (BOM),Istanbul (IST),A333 (TC-JNS),06:02:00,06:40:00,07:05:00,10:55:00,,Landed 10:37 AM,  , ,400,425,655,637.0,25,-18.0,6
,,2025-07-22,Mumbai (BOM),Istanbul (IST),A333 (TC-LNE),06:07:00,06:40:00,07:47:00,10:55:00,,Landed 11:24 AM,  , ,400,467,655,684.0,67,29.0,6
,,2025-07-21,Mumbai (BOM),Istanbul (IST),A333 (TC-LND),05:58:00,06:40:00,07:32:00,10:55:00,,Landed 11:00 AM,  , ,400,452,655,660.0,52,5.0,6
,,2025-07-20,Mumbai (BOM),Istanbul (IST),A333 (TC-JOJ),06:14:00,06:40:00,07:17:00,10:55:00,,Landed 11:01 AM,  , ,400,437,655,661.0,37,6.0,6
,,2025-07-19,Mumbai (BOM),Istanbul (IST),A333 (TC-JOK),06:11:00,06:40:00,07:01:00,10:55:00,,Landed 10:42 AM,  , ,400,421,655,642.0,21,-13.0,6
,,2025-07-25,Mumbai (BOM),Indore (IDR),A21N (VT-IME),00:55:00,06:40:00,06:45:00,08:00:00,,Landed 7:40 AM,  , ,400,405,480,460.0,5,-20.0,6
,,2025-07-24,Mumbai (BOM),Indore (IDR),A21N (VT-ICL),00:54:00,06:40:00,06:58:00,08:00:00,,Landed 7:52 AM,  , ,400,418,480,472.0,18,-8.0,6
,,2025-07-23,Mumbai (BOM),Indore (IDR),A21N (VT-ICZ),00:55:00,07:00:00,07:01:00,08:00:00,,Landed 7:56 AM,  , ,420,421,480,476.0,1,-4.0,7
,,2025-07-22,Mumbai (BOM),Indore (IDR),A21N (VT-IRW),00:56:00,06:40:00,06:52:00,08:00:00,,Landed 7:48 AM,  , ,400,412,480,468.0,12,-12.0,6
,,2025-07-21,Mumbai (BOM),Indore (IDR),A21N (VT-IRZ),00:54:00,06:40:00,06:54:00,08:00:00,,Landed 7:48 AM,  , ,400,414,480,468.0,14,-12.0,6
,,2025-07-20,Mumbai (BOM),Indore (IDR),A21N (VT-IMI),00:54:00,06:40:00,06:34:00,08:00:00,,Landed 7:28 AM,  , ,400,394,480,448.0,-6,-32.0,6
,,2025-07-19,Mumbai (BOM),Indore (IDR),A21N (VT-IBO),00:55:00,06:40:00,06:51:00,08:00:00,,Landed 7:47 AM,  , ,400,411,480,467.0,11,-13.0,6
,,2025-07-25,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQM),02:27:00,06:45:00,06:55:00,09:30:00,,Landed 9:22 AM,  , ,405,415,570,562.0,10,-8.0,6
,,2025-07-24,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQP),02:29:00,06:45:00,07:02:00,09:30:00,,Landed 9:31 AM,  , ,405,422,570,571.0,17,1.0,6
,,2025-07-23,Mumbai (BOM),Kolkata (CCU),A20N (VT-TNK),02:30:00,06:45:00,07:00:00,09:30:00,,Landed 9:30 AM,  , ,405,420,570,570.0,15,0.0,6
,,2025-07-22,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQV),02:39:00,06:45:00,06:53:00,09:30:00,,Landed 9:32 AM,  , ,405,413,570,572.0,8,2.0,6
,,2025-07-21,Mumbai (BOM),Kolkata (CCU),A20N (VT-TNQ),02:30:00,06:45:00,06:57:00,09:30:00,,Landed 9:27 AM,  , ,405,417,570,567.0,12,-3.0,6
,,2025-07-20,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQS),02:30:00,06:45:00,06:50:00,09:30:00,,Landed 9:21 AM,  , ,405,410,570,561.0,5,-9.0,6
,,2025-07-19,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQW),02:25:00,06:45:00,06:56:00,09:30:00,,Landed 9:22 AM,  , ,405,416,570,562.0,11,-8.0,6
,,2025-07-25,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:27:00,06:45:00,06:46:00,08:40:00,,Landed 8:14 AM,  , ,405,406,520,494.0,1,-26.0,6
,,2025-07-24,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:30:00,06:45:00,07:09:00,08:40:00,,Landed 8:39 AM,  , ,405,429,520,519.0,24,-1.0,6
,,2025-07-23,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:29:00,06:45:00,06:56:00,08:40:00,,Landed 8:25 AM,  , ,405,416,520,505.0,11,-15.0,6
,,2025-07-22,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:26:00,06:45:00,06:57:00,08:40:00,,Landed 8:23 AM,  , ,405,417,520,503.0,12,-17.0,6
,,2025-07-21,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:26:00,06:45:00,07:42:00,08:40:00,,Landed 9:08 AM,  , ,405,462,520,548.0,57,28.0,6
,,2025-07-20,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:23:00,06:45:00,06:53:00,08:40:00,,Landed 8:16 AM,  , ,405,413,520,496.0,8,-24.0,6
,,2025-07-19,Mumbai (BOM),Jaipur (JAI),B38M (VT-BXH),01:30:00,06:45:00,07:05:00,08:40:00,,Landed 8:36 AM,  , ,405,425,520,516.0,20,-4.0,6
,,2025-07-25,Mumbai (BOM),Chennai (MAA),A20N (VT-EXT),01:46:00,06:50:00,07:04:00,08:55:00,,Landed 8:50 AM,  , ,410,424,535,530.0,14,-5.0,6
,,2025-07-24,Mumbai (BOM),Chennai (MAA),A20N (VT-RTS),01:43:00,06:50:00,07:05:00,08:55:00,,Landed 8:47 AM,  , ,410,425,535,527.0,15,-8.0,6
,,2025-07-23,Mumbai (BOM),Chennai (MAA),A20N (VT-RTL),01:45:00,06:50:00,07:13:00,08:55:00,,Landed 8:59 AM,  , ,410,433,535,539.0,23,4.0,6
,,2025-07-22,Mumbai (BOM),Chennai (MAA),A20N (VT-EXU),01:38:00,06:50:00,06:59:00,08:55:00,,Landed 8:37 AM,  , ,410,419,535,517.0,9,-18.0,6
,,2025-07-21,Mumbai (BOM),Chennai (MAA),A20N (VT-EXV),01:43:00,06:50:00,07:09:00,08:55:00,,Landed 8:52 AM,  , ,410,429,535,532.0,19,-3.0,6
,,2025-07-20,Mumbai (BOM),Chennai (MAA),A20N (VT-RTU),01:41:00,06:50:00,06:58:00,08:55:00,,Landed 8:39 AM,  , ,410,418,535,519.0,8,-16.0,6
,,2025-07-19,Mumbai (BOM),Chennai (MAA),A20N (VT-RTU),01:40:00,06:50:00,07:12:00,08:55:00,,Landed 8:52 AM,  , ,410,432,535,532.0,22,-3.0,6
,,2025-07-25,Mumbai (BOM),Bhuj (BHJ),A20N (VT-TYC),00:58:00,06:50:00,06:59:00,08:05:00,,Landed 7:57 AM,  , ,410,419,485,477.0,9,-8.0,6
,,2025-07-24,Mumbai (BOM),Bhuj (BHJ),A21N (VT-TVH),00:58:00,06:50:00,06:57:00,08:05:00,,Landed 7:55 AM,  , ,410,417,485,475.0,7,-10.0,6
,,2025-07-23,Mumbai (BOM),Bhuj (BHJ),A321 (VT-PPM),00:59:00,06:50:00,07:03:00,08:05:00,,Landed 8:01 AM,  , ,410,423,485,481.0,13,-4.0,6
,,2025-07-22,Mumbai (BOM),Bhuj (BHJ),A321 (VT-PPO),01:03:00,06:50:00,07:01:00,08:05:00,,Landed 8:04 AM,  , ,410,421,485,484.0,11,-1.0,6
,,2025-07-21,Mumbai (BOM),Bhuj (BHJ),A20N (VT-CIG),01:02:00,06:50:00,07:05:00,08:05:00,,Landed 8:07 AM,  , ,410,425,485,487.0,15,2.0,6
,,2025-07-20,Mumbai (BOM),Bhuj (BHJ),A20N (VT-EXL),01:00:00,06:50:00,07:01:00,08:05:00,,Landed 8:02 AM,  , ,410,421,485,482.0,11,-3.0,6
,,2025-07-19,Mumbai (BOM),Bhuj (BHJ),A20N (VT-RTK),01:01:00,06:50:00,06:59:00,08:05:00,,Landed 8:00 AM,  , ,410,419,485,480.0,9,-5.0,6
,,2025-07-25,Mumbai (BOM),Darbhanga (DBR),B739 (VT-SLC),02:36:00,06:50:00,09:56:00,09:15:00,,Landed 12:32 PM,  , ,410,596,555,752.0,186,197.0,6
,,2025-07-24,Mumbai (BOM),Darbhanga (DBR),B738 (VT-SLF),02:13:00,06:50:00,07:06:00,09:15:00,,Landed 9:19 AM,  , ,410,426,555,559.0,16,4.0,6
,,2025-07-22,Mumbai (BOM),Darbhanga (DBR),B738 (VT-SLG),02:21:00,06:50:00,07:04:00,09:15:00,,Landed 9:25 AM,  , ,410,424,555,565.0,14,10.0,6
,,2025-07-21,Mumbai (BOM),Darbhanga (DBR),B738 (VT-SLG),02:16:00,06:50:00,07:00:00,09:15:00,,Landed 9:15 AM,  , ,410,420,555,555.0,10,0.0,6
,,2025-07-20,Mumbai (BOM),Darbhanga (DBR),B738 (VT-SLF),02:13:00,06:50:00,07:13:00,09:15:00,,Landed 9:26 AM,  , ,410,433,555,566.0,23,11.0,6
,,2025-07-19,Mumbai (BOM),Darbhanga (DBR),B738 (VT-SLF),02:12:00,06:50:00,10:13:00,09:15:00,,Landed 12:25 PM,  , ,410,613,555,745.0,203,190.0,6
,,2025-07-25,Mumbai (BOM),Delhi (DEL),A21N (VT-IWQ),01:43:00,07:00:00,07:02:00,09:10:00,,Landed 8:45 AM,  , ,420,422,550,525.0,2,-25.0,7
,,2025-07-24,Mumbai (BOM),Delhi (DEL),A21N (VT-NCO),01:49:00,07:00:00,07:03:00,09:10:00,,Landed 8:52 AM,  , ,420,423,550,532.0,3,-18.0,7
,,2025-07-23,Mumbai (BOM),Delhi (DEL),A21N (VT-NCR),01:48:00,07:05:00,07:16:00,09:10:00,,Landed 9:04 AM,  , ,425,436,550,544.0,11,-6.0,7
,,2025-07-22,Mumbai (BOM),Delhi (DEL),A21N (VT-NCN),01:40:00,07:00:00,07:08:00,09:10:00,,Landed 8:48 AM,  , ,420,428,550,528.0,8,-22.0,7
,,2025-07-21,Mumbai (BOM),Delhi (DEL),A21N (VT-NCM),01:42:00,07:00:00,07:19:00,09:10:00,,Landed 9:00 AM,  , ,420,439,550,540.0,19,-10.0,7
,,2025-07-20,Mumbai (BOM),Delhi (DEL),A21N (VT-NCN),01:47:00,07:00:00,07:11:00,09:10:00,,Landed 8:58 AM,  , ,420,431,550,538.0,11,-12.0,7
,,2025-07-19,Mumbai (BOM),Delhi (DEL),A21N (VT-IWT),01:49:00,07:00:00,07:13:00,09:10:00,,Landed 9:02 AM,  , ,420,433,550,542.0,13,-8.0,7
,,2025-07-25,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TNX),01:07:00,07:00:00,07:03:00,08:40:00,,Landed 8:10 AM,  , ,420,423,520,490.0,3,-30.0,7
,,2025-07-24,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TNP),01:05:00,07:00:00,07:19:00,08:40:00,,Landed 8:24 AM,  , ,420,439,520,504.0,19,-16.0,7
,,2025-07-23,Mumbai (BOM),Hyderabad (HYD),A20N (VT-ATV),01:08:00,07:00:00,07:11:00,08:40:00,,Landed 8:19 AM,  , ,420,431,520,499.0,11,-21.0,7
,,2025-07-22,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQA),01:07:00,07:00:00,07:13:00,08:40:00,,Landed 8:20 AM,  , ,420,433,520,500.0,13,-20.0,7
,,2025-07-21,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TNP),01:03:00,07:00:00,07:02:00,08:40:00,,Landed 8:06 AM,  , ,420,422,520,486.0,2,-34.0,7
,,2025-07-20,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TNJ),01:05:00,07:00:00,07:07:00,08:40:00,,Landed 8:11 AM,  , ,420,427,520,491.0,7,-29.0,7
,,2025-07-19,Mumbai (BOM),Hyderabad (HYD),A20N (VT-RTT),01:05:00,07:00:00,07:28:00,08:40:00,,Landed 8:33 AM,  , ,420,448,520,513.0,28,-7.0,7
,,2025-07-25,Mumbai (BOM),Delhi (DEL),B38M (VT-YAO),01:44:00,07:05:00,07:15:00,09:20:00,,Landed 8:59 AM,  , ,425,435,560,539.0,10,-21.0,7
,,2025-07-24,Mumbai (BOM),Delhi (DEL),B38M (VT-YBA),01:45:00,07:05:00,08:35:00,09:20:00,,Landed 10:20 AM,  , ,425,515,560,620.0,90,60.0,7
,,2025-07-23,Mumbai (BOM),Delhi (DEL),B38M (VT-YAA),01:48:00,07:05:00,07:08:00,09:20:00,,Landed 8:56 AM,  , ,425,428,560,536.0,3,-24.0,7
,,2025-07-22,Mumbai (BOM),Delhi (DEL),B38M (VT-YAM),01:41:00,07:05:00,07:19:00,09:20:00,,Landed 9:00 AM,  , ,425,439,560,540.0,14,-20.0,7
,,2025-07-21,Mumbai (BOM),Delhi (DEL),B38M (VT-YAP),01:43:00,07:05:00,07:29:00,09:20:00,,Landed 9:12 AM,  , ,425,449,560,552.0,24,-8.0,7
,,2025-07-20,Mumbai (BOM),Delhi (DEL),B38M (VT-YAM),01:44:00,07:05:00,07:09:00,09:20:00,,Landed 8:53 AM,  , ,425,429,560,533.0,4,-27.0,7
,,2025-07-19,Mumbai (BOM),Delhi (DEL),B38M (VT-YAT),01:41:00,07:05:00,07:23:00,09:20:00,,Landed 9:04 AM,  , ,425,443,560,544.0,18,-16.0,7
,,2025-07-25,Mumbai (BOM),Rajkot (HSR),A21N (VT-IMM),00:47:00,07:05:00,07:16:00,08:15:00,,Landed 8:03 AM,  , ,425,436,495,483.0,11,-12.0,7
,,2025-07-24,Mumbai (BOM),Rajkot (HSR),A21N (VT-IMM),00:48:00,07:05:00,07:33:00,08:15:00,,Landed 8:21 AM,  , ,425,453,495,501.0,28,6.0,7
,,2025-07-23,Mumbai (BOM),Rajkot (HSR),A21N (VT-IMM),00:45:00,07:15:00,07:17:00,08:15:00,,Landed 8:03 AM,  , ,435,437,495,483.0,2,-12.0,7
,,2025-07-22,Mumbai (BOM),Rajkot (HSR),A21N (VT-IMM),00:46:00,07:05:00,07:06:00,08:15:00,,Landed 7:51 AM,  , ,425,426,495,471.0,1,-24.0,7
,,2025-07-21,Mumbai (BOM),Rajkot (HSR),A21N (VT-IRV),00:48:00,07:05:00,07:08:00,08:15:00,,Landed 7:56 AM,  , ,425,428,495,476.0,3,-19.0,7
,,2025-07-20,Mumbai (BOM),Rajkot (HSR),A21N (VT-IRV),00:47:00,07:05:00,06:59:00,08:15:00,,Landed 7:46 AM,  , ,425,419,495,466.0,-6,-29.0,7
,,2025-07-19,Mumbai (BOM),Rajkot (HSR),A21N (VT-IMI),00:44:00,07:05:00,07:08:00,08:15:00,,Landed 7:52 AM,  , ,425,428,495,472.0,3,-23.0,7
,,2025-07-25,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ICQ),01:06:00,07:20:00,07:20:00,08:50:00,,Landed 8:26 AM,  , ,440,440,530,506.0,0,-24.0,7
,,2025-07-24,Mumbai (BOM),Hyderabad (HYD),A21N (VT-IMB),01:08:00,07:20:00,07:31:00,08:50:00,,Landed 8:40 AM,  , ,440,451,530,520.0,11,-10.0,7
,,2025-07-23,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ILD),01:13:00,07:20:00,07:20:00,08:50:00,,Landed 8:33 AM,  , ,440,440,530,513.0,0,-17.0,7
,,2025-07-22,Mumbai (BOM),Hyderabad (HYD),A21N (VT-IRY),01:06:00,07:20:00,07:20:00,08:50:00,,Landed 8:26 AM,  , ,440,440,530,506.0,0,-24.0,7
,,2025-07-21,Mumbai (BOM),Hyderabad (HYD),A21N (VT-IBY),01:05:00,07:20:00,07:20:00,08:50:00,,Landed 8:24 AM,  , ,440,440,530,504.0,0,-26.0,7
,,2025-07-20,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ILH),01:06:00,07:20:00,07:28:00,08:50:00,,Landed 8:34 AM,  , ,440,448,530,514.0,8,-16.0,7
,,2025-07-19,Mumbai (BOM),Hyderabad (HYD),A21N (VT-IML),01:08:00,07:20:00,07:29:00,08:50:00,,Landed 8:38 AM,  , ,440,449,530,518.0,9,-12.0,7
,,2025-07-25,Mumbai (BOM),Cochin (COK),A20N (VT-EXN),01:38:00,07:25:00,07:38:00,09:30:00,,Landed 9:16 AM,  , ,445,458,570,556.0,13,-14.0,7
,,2025-07-24,Mumbai (BOM),Cochin (COK),A20N (VT-EXP),01:35:00,07:25:00,07:44:00,09:30:00,,Landed 9:19 AM,  , ,445,464,570,559.0,19,-11.0,7
